Titre,Lien_du_titre,information,image,date,ldb,ldb1,information2,information3,notation_detail,Duree,Genre,Origine,Annee,Realisateur,Acteurs,Conseils,note,Synopsis
LE BLEU DU CAFTAN,https://www.cine974.com/film/le-bleu-du-caftan/48384/, 2526,https://www.cine974.com/images/affiches/moyen/le-bleu-du-caftan-5jrzJ3r4.jpg,"
								2022								",2526,3.1,2h04,6649, (35),2h04,Drame,"Belge, Français",2022,Maryam Touzani,"
	
			avec Lubna Azabal, Saleh Bakri, Ayoub Missioui, Mounia Lamkimel, Abdelhamid Zoughi,  plus...
	",, 3.1 | 35 avis ,"Halim est marié depuis longtemps à Mina, avec qui il tient un magasin traditionnel de caftans dans la médina de Salé, au Maroc. Le couple vit depuis toujours avec le secret d’Halim, son homosexualité qu’il a appris à taire. La maladie de Mina et l’arrivée d’un jeune apprenti vont bouleverser cet équilibre. Unis dans leur amour, chacun va aider l’autre à affronter ses peurs."
ROYAL CORGI,https://www.cine974.com/film/royal-corgi/40506/, 2527,https://www.cine974.com/images/affiches/moyen/royal-corgi-q7WdzHHD.jpg,"
								2018								",2527,3.1,1h32,11864, (35),1h32,Animation,Belge,2018,Ben Stassen,"
	
			avec Guillaume Gallienne, Franck Gastambide, Shy'm, Brigitte Virtudes, Jérémie Covillaut,  plus...
	","conseillé en Famille, entre Amis, pour Marmailles", 3.1 | 35 avis ,"Les aventures de Rex, le chien préféré de Sa Majesté, qui perd son statut de favori et se retrouve perdu dans un chenil au milieu de chiens abandonnés. Sa quête pour retourner à Buckingham et retrouver les faveurs de la Reine l'amènera à affronter de nombreux dangers mais aussi à rencontrer l’amour."
WEST SIDE STORY,https://www.cine974.com/film/west-side-story/46933/, 2528,https://www.cine974.com/images/affiches/moyen/west-side-story-rbYlItvg.jpg,"
								2021								",2528,3.1,2h37,5877, (35),2h37,Drame,Américain,2021,Steven Spielberg,"
	
			avec Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez, Rita Moreno,  plus...
	",, 3.1 | 35 avis ,WEST SIDE STORY raconte l’histoire légendaire d’un amour naissant sur fond de rixes entre bandes rivales dans le New York de 1957.
LICORICE PIZZA,https://www.cine974.com/film/licorice-pizza/47066/, 2529,https://www.cine974.com/images/affiches/moyen/licorice-pizza-wNdKXHwN.jpg,"
								2022								",2529,3.1,2h13,6632, (35),2h13,Comédie,Américain,2022,Paul Thomas Anderson,"
	
			avec Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits, Bradley Cooper,  plus...
	",, 3.1 | 35 avis ,"LICORICE PIZZA est l’histoire d’Alana Kane et Gary Valentine, deux adolescents qui grandissent, s’égarent et tombent amoureux dans la vallée de San Fernando, en 1973.  Écrit et réalisé par Paul Thomas Anderson, le film traverse les bouleversements d’une Première histoire d’amour."
MES TRÈS CHERS ENFANTS,https://www.cine974.com/film/mes-tres-chers-enfants/47182/, 2530,https://www.cine974.com/images/affiches/moyen/mes-tr--s-chers-enfants-gNUK6pFj.jpg,"
								2020								",2530,3.1,1h35,8201, (34),1h35,Comédie,Français,2020,Alexandra Leclère,"
	
			avec Josiane Balasko, Didier Bourdon, Marilou Berry, Ben, Laurent Stocker,  plus...
	",, 3.1 | 34 avis ,"Chantal et Christian vivent une retraite paisible. Mais depuis que leurs enfants Sandrine et Stéphane ont quitté le nid, ceux-ci ne donnent plus beaucoup de nouvelles. Les occasions de se réunir en famille se font de plus en plus rares... Quand les rejetons annoncent qu’ils ne viendront pas fêter Noël, c'en est trop pour Chantal et Christian ! Ils décident alors de leur faire croire qu'ils ont touché le jackpot. Une tentative désespérée pour tenter de les faire revenir et un mensonge qui pourrait leur coûter cher…"
LETTRE DE MASANJIA,https://www.cine974.com/film/lettre-de-masanjia/45660/, 2531,https://www.cine974.com/images/affiches/moyen/lettre-de-masanjia-RiJRUcAu.jpg,"
								2018								",2531,3.1,1h16,4210, (34),1h16,Documentaire,"Canadien, Chinois",2018,Leon Lee,"
	
	",, 3.1 | 34 avis ,"Le documentaire commence par une lettre écrite à la main trouvée dans une boîte de décorations d’Halloween achetée dans une grande surface par Julie Keith, une femme d’Oregon. La lettre est un appel à l’aide d’un prisonnier enfermé dans le fameux camp de travaux forcés de Masanjia à Shenyang, en Chine. Keith l’a postée sur les réseaux sociaux, ce qui a rapidement conduit à une exposition médiatique mondiale de l’histoire et a déclenché une réaction en chaîne qui a conduit à l’abolition du système de rééducation par les travaux forcés en Chine, au moins de noms, en 2013. L’auteur de la lettre, M. Sun Yi, était détenu au camp de travaux forcés pour sa croyance en Falun Gong. Sous surveillance, Il a risqué sa vie pendant la réalisation de ce documentaire, afin de dénoncer davantage la crise des droits de l’Homme en Chine."
MADRES PARALELAS,https://www.cine974.com/film/madres-paralelas/46926/, 2532,https://www.cine974.com/images/affiches/moyen/madres-paralelas-1SxDjSlr.jpg,"
								2021								",2532,3.1,2h00,6801, (33),2h00,Drame,Espagnol,2021,Pedro Almodóvar,"
	
			avec Penélope Cruz, Milena Smit, Aitana Sánchez-Gijón, Israel Elejalde, Julieta Serrano,  plus...
	",, 3.1 | 33 avis ,"Deux femmes, Janis et Ana, se rencontrent dans une chambre d'hôpital sur le point d’accoucher. Elles sont toutes les deux célibataires et sont tombées enceintes par accident. Janis, d'âge mûr, n'a aucun regret et durant les heures qui précèdent l'accouchement, elle est folle de joie. Ana en revanche, est une adolescente effrayée, pleine de remords et traumatisée. Janis essaie de lui remonter le moral alors qu'elles marchent telles des somnambules dans le couloir de l'hôpital. Les quelques mots qu'elles échangent pendant ces heures vont créer un lien très étroit entre elles, que le hasard se chargera de compliquer d'une manière qui changera leur vie à toutes les deux."
THE FILMMAKER'S HOUSE,https://www.cine974.com/film/the-filmmaker-s-house/48000/, 2533,https://www.cine974.com/images/affiches/moyen/the-filmmaker-s-house-mZrHGRhv.jpg,"
								2020								",2533,3.1,1h15,3914, (32),1h15,Documentaire,Britannique,2020,Marc Isaacs,"
	
	",, 3.1 | 32 avis ,"En mal de financement pour son nouveau projet, Marc Isaacs décide de filmer des personnages chez lui : deux ouvriers, sa voisine voilée, un SDF slovaque et sa femme de ménage colombienne qui veut mettre son vieux matériel de tournage à la poubelle."
SCOOBY !,https://www.cine974.com/film/scooby/20224/, 2534,https://www.cine974.com/images/affiches/moyen/scooby---b7qzqXcJ.jpg,"
								2020								",2534,3.1,1h34,134389, (31),1h34,Animation,Américain,2020,Tony Cervone,"
	
			avec Kiersey Clemons, Zac Efron, Will Forte, Jason Isaacs, Ken Jeong,  plus...
	","conseillé en Famille, pour Marmailles", 3.1 | 31 avis ,"Dans SCOOBY!, on découvre comment Scooby et Sammy, amis pour la vie, se sont rencontrés et associés aux détectives en herbe Fred, Velma et Daphné pour créer la célèbre équipe Mystère et Cie. Après avoir résolu des centaines d'affaires et vécu d'innombrables aventures, Scooby et sa bande doivent désormais s'attaquer à leur énigme la plus redoutable : un complot destiné à déchaîner les forces du chien-fantôme Cerberus. Tandis qu'ils mettent tout en œuvre pour enrayer cette ""acabocalypse"" mondiale, nos amis découvrent que Scooby est porteur d'une lourde hérédité et qu'il est promis à un plus grand destin que quiconque aurait pu l'imaginer."
ALIEN: COVENANT,https://www.cine974.com/film/alien-covenant/8733/, 2535,https://www.cine974.com/images/affiches/moyen/alien--covenant-xKTWPJ1k.jpg,"
								2017								",2535,3.1,2h02,24045, (31),2h02,Science-fiction,"Américain, Britannique",2017,Ridley Scott,"
	
			avec Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride, Demian Bichir,  plus...
	",Interdit aux moins de 12 ans, 3.1 | 31 avis ,"Les membres d’équipage du vaisseau Covenant, à destination d’une planète située au fin fond de notre galaxie, découvrent ce qu’ils pensent être un paradis encore intouché. Il s’agit en fait d’un monde sombre et dangereux, cachant une menace terrible. Ils vont tout tenter pour s’échapper."
MY HERO ACADEMIA: YOU’RE NEXT,https://www.cine974.com/film/my-hero-academia-youre-next/49666/, 2536,https://www.cine974.com/images/affiches/moyen/boku-no-hiro-akademia-za-mubi-yua-nekusuto-U1lS9Frc.jpg,"
								2024								",2536,3.1,1h50,1678, (30),1h50,Action,Japonais,2024,Tensai Okamura,"
	
			avec Kaito Ishikawa, Yûki Kaji, Kayli Mills, Kenta Miyake, Mamoru Miyano,  plus...
	","conseillé en Famille, pour Marmailles", 3.1 | 30 avis ,"Dans une société où les héros et les vilains s'affrontent continuellement au nom de la paix et du chaos, Deku, un étudiant du lycée U.A. qui aspire à devenir le meilleur héros possible, affronte celui qui imite le héros qu'il admire depuis longtemps. Deku et les autres élèves de la classe 1-A du lycée U.A. pourront-ils protéger le monde en mettant fin aux agissements de Dark Might, l'homme qui prétend être le nouveau symbole de la paix ?"
MYLÈNE FARMER - NEVERMORE - LE FILM,https://www.cine974.com/film/mylene-farmer-nevermore-le-film/49429/, 2537,https://www.cine974.com/images/affiches/moyen/mylene-farmer-nevermore-le-film-4CNyBRju.jpg,"
								2024								",2537,3.1,2h05,4309, (30),2h05,Concert,Français,2024,François Hanss,"
	
			avec Mylène Farmer, 
	",, 3.1 | 30 avis ,"Diffusé en exclusivité au cinéma pour une soirée unique, le nouveau film du concert événement de Mylène Farmer offre sur grand écran une expérience immersive saisissante au cœur d’un spectacle monumental. Avec quatorze stades, Nevermore est la plus grande tournée des stades de l'histoire de la musique proposée en France par une artiste."
LE RETOUR DE MARY POPPINS,https://www.cine974.com/film/le-retour-de-mary-poppins/39125/, 2538,https://www.cine974.com/images/affiches/moyen/le-retour-de-mary-poppins-JM22ycAh.jpg,"
								2018								",2538,3.1,2h11,16289, (30),2h11,Comédie musicale,Américain,2018,Rob Marshall,"
	
			avec Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters,  plus...
	",, 3.1 | 30 avis ,"Michael Banks travaille à la banque où son père était employé, et il vit toujours au 17 allée des Cerisiers avec ses trois enfants, Annabel, Georgie et John, et leur gouvernante Ellen. Comme sa mère avant elle, Jane Banks se bat pour les droits des ouvriers et apporte son aide à la famille de Michael. Lorsque la famille subit une perte tragique, Mary Poppins réapparaît magiquement dans la vie de la famille. Avec l’aide de Jack, l’allumeur de réverbères toujours optimiste, Mary va tout faire pour que la joie et l’émerveillement reviennent dans leur existence… Elle leur fera aussi découvrir de tout nouveaux personnages plein de fantaisie, dont sa cousine, l’excentrique Topsy."
HAIKYÛ !! LA GUERRE DES POUBELLES,https://www.cine974.com/film/haikyu-la-guerre-des-poubelles/49419/, 2539,https://www.cine974.com/images/affiches/moyen/haikyu-la-guerre-des-poubelles-4B4ZswfM.jpg,"
								2024								",2539,3.1,1h25,4832, (29),1h25,Animation,Japonais,2024,Susumu Mitsunaka,"
	
			avec Ayumu Murase, Kaito Ishikawa, Yûki Kaji, Yuichi Nakamura, Kōki Uchiyama,  plus...
	","conseillé en Famille, entre Amis, entre Filles, pour Marmailles, entre Mecs, en Solo", 3.1 | 29 avis ,"Shôyô Hinata entre au club de volley-ball du lycée Karasuno pour devenir comme son idole, un ancien joueur de Karasuno connu sous le nom de « petit géant ». Hinata découvre rapidement qu’il doit faire équipe avec son rival, Tobio Kageyama. Leurs styles que tout oppose se transforment en une arme surprenante, mais parviendront-ils à battre l’équipe rivale de Nekoma dans cette ultime confrontation ?"
MURDER MYSTERY 2,https://www.cine974.com/film/murder-mystery-2/48422/, 2540,https://www.cine974.com/images/affiches/moyen/murder-mystery-2-hvEzDn73.jpg,"
								2023								",2540,3.1,0h00,3536, (29),,Action,,2023,Jeremy Garelick,"
	
			avec Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent, Jodie Turner-Smith,  plus...
	",, 3.1 | 29 avis ,Suite du film Netflix Murder Mystery avec Jennifer Aniston et Adam Sandler.
LES AVENTURIERS DE L'ARCHE DE NOÉ,https://www.cine974.com/film/les-aventuriers-de-l-arche-de-noe/49238/, 2541,https://www.cine974.com/images/affiches/moyen/les-aventuriers-de-l-arche-de-noe-3L4tNuHb.jpg,"
								2024								",2541,3.1,1h24,4347, (28),1h24,Animation,"Brésilien, Indien",2024,Alois Di Leo,"
	
			avec Rodrigo Santoro, Marcelo Adnet, Alice Braga, Keith Silverstein, Ian James Corlett,  plus...
	","conseillé en Famille, pour Marmailles", 3.1 | 28 avis ,"Vini et Tito, deux souris artistes de music-hall, voient leurs rêves de succès tomber à l’eau lorsque la Terre est noyée par le Déluge. Aidés par un coup de pouce du destin, ils réussissent à monter à bord de l’Arche de Noé. Propulsés au beau milieu d’un différend opposant les animaux herbivores et carnivores, Vini et Tito ont la solution parfaite pour apaiser les tensions : un concours de chansons !"
CAPTIVE STATE,https://www.cine974.com/film/captive-state/40071/, 2542,https://www.cine974.com/images/affiches/moyen/captive-state-jzP2fPlM.jpg,"
								2019								",2542,3.1,1h49,13701, (28),1h49,Science-fiction,Américain,2019,Rupert Wyatt,"
	
			avec John Goodman, Vera Farmiga, Ashton Sanders, Madeline Brewer, Kevin Dunn,  plus...
	",conseillé entre Amis, 3.1 | 28 avis ,"Les extraterrestres ont envahi la Terre. Occupée, la ville de Chicago se divise entre les collaborateurs qui ont juré allégeance à l'envahisseur et les rebelles qui les combattent dans la clandestinité depuis dix ans."
LA BELLE NOISEUSE,https://www.cine974.com/film/la-belle-noiseuse/7874/, 2543,https://www.cine974.com/images/affiches/moyen/la-belle-noiseuse-C68AeEBI.jpg,"
								1991								",2543,3.1,2h00,4677, (27),2h00,Drame,Français,,Jacques Rivette,"
	
			avec Michel Piccoli, Emmanuelle Béart, Jane Birkin, Marianne Denicourt, David Bursztein,  plus...
	",, 3.1 | 27 avis ,
LA FIANCÉE DU POÈTE,https://www.cine974.com/film/la-fiancee-du-poete/48692/, 2544,https://www.cine974.com/images/affiches/moyen/la-fiancee-du-poete-eFlUBgNB.jpg,"
								2023								",2544,3.1,1h43,4143, (26),1h43,Comédie,Français,2023,Yolande Moreau,"
	
			avec Tibo Buat, Aïssatou Diallo Sagna, Philippe Duquesne, Esteban, Grégory Gadebois,  plus...
	","conseillé en Amoureux, entre Amis, entre Filles, entre Mecs, en Solo", 3.1 | 26 avis ,"Mireille Stockaert est une femme solitaire et brisée. Amoureuse de peinture et de poésie, elle s’accommode de son travail à la cafétéria des Beaux-Arts de Namur. Sa vie bascule quand elle choisit d’habiter la grande maison familiale dont elle hérite. N’ayant pas les moyens de l’entretenir, elle décide de prendre trois locataires. Trois hommes qui vont bouleverser sa routine."
BLUE LOCK LE FILM - ÉPISODE NAGI,https://www.cine974.com/film/blue-lock-le-film-episode-nagi/49478/, 2545,https://www.cine974.com/images/affiches/moyen/blue-lock-le-film-episode-nagi-gJF13eI9.jpg,"
								2024								",2545,3.1,1h31,3417, (26),1h31,Animation,Japonais,2024,Shunsuke Ishikawa,"
	
			avec Nobunaga Shimazaki, Yuma Uchida, Kazuyuki Okitsu, Kazuki Ura, Tasuku Kaito,  plus...
	","conseillé en Famille, en Amoureux, entre Amis, entre Filles, pour Marmailles, entre Mecs, en Solo", 3.1 | 26 avis ,"« J'ai trop la flemme ». C'était la phrase préférée de Nagi Seishirô, quand il menait une vie ennuyeuse et monotone… Seulement, tout a changé quand il a croisé le chemin de Reo Mikage, un élève de son école qui rêve de soulever la Coupe du monde. C'est ce dernier qui découvre le talent caché de Nagi et qui le pousse à jouer au football pour montrer au monde entier l'étendue de son génie. Un beau jour, Nagi reçoit une invitation pour participer à un projet mystérieux nommé « Blue Lock », où il retrouvera les plus grands attaquants du football lycéen japonais. Le rêve qu'il partage avec Reo de devenir les meilleurs joueurs motivera le prodige à explorer de nouveaux horizons dans le monde inconnu qui l'attend. Un génie ne se dévoile comme tel que quand on découvre son potentiel… et c'est au tour de Nagi d'enflammer le monde du football avec son incroyable talent et sa personnalité hors du commun."
INNER WARS,https://www.cine974.com/film/inner-wars/47972/, 2546,https://www.cine974.com/images/affiches/moyen/inner-wars-QKTNUV55.jpg,"
								2020								",2546,3.1,1h08,2795, (26),1h08,Documentaire,Français,2020,Masha Kondakova,"
	
	",, 3.1 | 26 avis ,"Depuis l’insurrection pro-russe déclenchée dans l’est de l’Ukraine en 2014, des centaines de femmes se sont engagées dans l’armée. Seul un petit nombre d’entre elles a réussi à rejoindre le front. Masha, la réalisatrice, s’est rendue sur ce théâtre d’opérations pour suivre le quotidien de trois d’entre elles. Comme elle partage leur quotidien, Masha fait bientôt les frais de ce conflit fratricide qui met en péril son projet de film – et sa vie."
NEUILLY SA MÈRE !,https://www.cine974.com/film/neuilly-sa-mere/4497/, 2547,https://www.cine974.com/images/affiches/moyen/neuilly-sa-m--re---mpX7xxy2.jpg,"
								2009								",2547,3.1,1h30,15980, (26),1h30,Comédie,Français,,Gabriel Julien-Laferrière,"
	
			avec Samy Seghir, Jérémy Denisty, Rachida Brakni, Denis Podalydès, Joséphine Japy,  plus...
	",A partir de 10 ans, 3.1 | 26 avis ,
MENSONGES ET TRAHISONS,https://www.cine974.com/film/mensonges-et-trahisons/46083/, 2548,https://www.cine974.com/images/affiches/moyen/mensonges-et-trahisons-KW56hIwH.jpg,"
								2020								",2548,3.1,1h36,6263, (24),1h36,Drame,Américain,2020,Michael Scott,"
	
			avec Camila Mendes, Jessie Usher, Jamie Chung, Cam Gigandet, Sasha Alexander,  plus...
	",, 3.1 | 24 avis ,"À sa mort, un vieil homme laisse sa fortune à sa nouvelle aide-soignante qui se retrouve entraînée dans une sombre histoire de tromperie et de meurtre. Pour survivre, elle devra remettre en cause les motivations de chacun, y compris de son entourage."
PETIT PANDA EN AFRIQUE,https://www.cine974.com/film/petit-panda-en-afrique/49502/, 2549,https://www.cine974.com/images/affiches/moyen/petit-panda-en-afrique-WST5u6SJ.jpg,"
								2024								",2549,3.1,1h24,2449, (24),1h24,Animation,"Chinois, Français, Pays-Bas",2024,Richard Claus,"
	
			avec Maurits Delchot, Thom Hoffman, Silas Lekgoathi, Namisa Mdalose, Candice Modiselle,  plus...
	","conseillé en Famille, pour Marmailles", 3.1 | 24 avis ,"Un jeune panda voyage de la Chine à l'Afrique pour sauver son meilleur ami, Jielong le dragon, qui a été kidnappé. Au cours de son voyage, le jeune Panda découvre un monde qui lui est totalement inconnu, et affronte des hippopotames effrayants, des hyènes suspicieuses et des gorilles. En se fiant à son intelligence et à ses nouveaux amis, il se fraye un chemin à travers la jungle africaine."
ROCKETMAN,https://www.cine974.com/film/rocketman/40342/, 2550,https://www.cine974.com/images/affiches/moyen/rocketman-Ij7SmdqQ.jpg,"
								2019								",2550,3.1,2h01,9755, (23),2h01,Biopic,Britannique,2019,Dexter Fletcher,"
	
			avec Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Steven Mackintosh,  plus...
	",conseillé entre Amis, 3.1 | 23 avis ,"Rocketman nous raconte la vie hors du commun d’Elton John, depuis ses premiers succès jusqu’à sa consécration internationale. Le film retrace la métamorphose de Reginald Dwight, un jeune pianiste prodige timide, en une superstar mondiale. Il est aujourd’hui connu sous le nom d’Elton John. Son histoire inspirante -  sur fond des plus belles chansons de la star – nous fait vivre l’incroyable succès d’un enfant d’une petite ville de province devenu icône de la pop culture mondiale."
UNE BELLE COURSE,https://www.cine974.com/film/une-belle-course/47945/, 2551,https://www.cine974.com/images/affiches/moyen/une-belle-course-dGzzWziA.jpg,"
								2022								",2551,3.1,1h41,15790, (22),1h41,Comédie,Français,2022,Christian Carion,"
	
			avec Line Renaud, Dany Boon, Alice Isaaz, Jérémie Laheurte, Gwendoline Hamon,  plus...
	","conseillé en Famille, en Amoureux, entre Amis, entre Filles, entre Mecs", 3.1 | 22 avis ,"Madeleine, 92 ans, appelle un taxi pour rejoindre la maison de retraite où elle doit vivre désormais. Elle demande à Charles, un chauffeur un peu désabusé, de passer par les lieux qui ont compté dans sa vie, pour les revoir une dernière fois. Peu à peu, au détour des rues de Paris, surgit un passé hors du commun qui bouleverse Charles. Il y a des voyages en taxi qui peuvent changer une vie…"
LA NUIT DU 12,https://www.cine974.com/film/la-nuit-du-12/47741/, 2552,https://www.cine974.com/images/affiches/moyen/la-nuit-du-12-QeTfReSC.jpg,"
								2022								",2552,3.1,1h54,5500, (22),1h54,Policier,"Belge, Français",2022,Dominik Moll,"
	
			avec Bastien Bouillon, Bouli Lanners, Johann Dionnet, Anouk Grinberg, Pauline Serieys,  plus...
	",, 3.1 | 22 avis ,Le film est présenté dans la sélection Cannes Première au Festival de Cannes 2022.
LES ENGAGÉS,https://www.cine974.com/film/les-engages/48064/, 2553,https://www.cine974.com/images/affiches/moyen/les-engag--s-vupcVv8M.jpg,"
								2022								",2553,3.1,1h38,6321, (22),1h38,Drame,Français,2022,Emilie Frèche,"
	
			avec Benjamin Lavernhe, Julia Piaton, Bruno Todeschini, Catherine Hiegel, Luna Bevilacqua,  plus...
	","conseillé en Amoureux, entre Amis, entre Filles, entre Mecs", 3.1 | 22 avis ,"Sur la route de Briançon, la voiture de David percute un jeune exilé poursuivi par la police. Suivant son instinct, David le cache dans son coffre et le ramène chez sa compagne Gabrielle qui vit avec ses deux enfants. Bouleversé par le destin de cet adolescent, David s’engage à l’aider coûte que coûte."
L'ART D'ÊTRE HEUREUX,https://www.cine974.com/film/l-art-d-etre-heureux/49629/, 2554,https://www.cine974.com/images/affiches/moyen/l-art-d-etre-heureux-j1yIWjdY.jpg,"
								2024								",2554,3.1,1h50,2469, (22),1h50,Comédie,"Belge, Français",2024,Stefan Liberski,"
	
			avec Benoît Poelvoorde, Camille Cottin, François Damiens, 
	",en salle à Cinepalmes Ste-Marie, 3.1 | 22 avis ,
DIVORCE INVITATION,https://www.cine974.com/film/divorce-invitation/17687/, 2555,https://www.cine974.com/images/affiches/moyen/divorce-invitation-5RdHACfW.jpg,"
								2012								",2555,3.1,1h50,40220, (21),1h50,Comédie,Américain,2012,S.V. Krishna Reddy,"
	
			avec Jonathan Bennett, Jamie-Lynn Sigler, Nadia Bjorlin, Lainie Kazan, Elliott Gould,  plus...
	",, 3.1 | 21 avis ,"Fraîchement fiancé à Dylan, Michael se met en tête de retrouver son amour de jeunesse, Alex. La flamme renaît entre eux, et Michael envisage alors de rompre ses fiançailles. Il reste maintenant à convaincre Dylan..."
FOLLOW_DEAD,https://www.cine974.com/film/follow_dead/48951/, 2556,https://www.cine974.com/images/affiches/moyen/follow_dead-LhbZ2mTD.jpg,"
								2023								",2556,3.1,1h34,5947, (21),1h34,Horreur,Américain,2023,John McPhail,"
	
			avec Justin Long, Andrea Bang, Rachel Wilson, Augustus Prew, Sarah Swire,  plus...
	","conseillé entre Amis, entre Filles, entre Mecs, en Solo", 3.1 | 21 avis ,"Après qu’Adam a répondu de façon agressive à des trolls d’Internet, un mystérieux profil intitulé Dear_David « follow » ses réseaux sociaux. Dès lors, il commence à ressentir une présence maléfique dans son propre appartement. Après une série d’évènements de plus en plus terrifiants, Adam est persuadé qu’il est hanté par le fantôme d’un jeune garçon prénommé David. Que veut David ? Et jusqu’où ira-t-il ?"
LE GRAND MIRACLE,https://www.cine974.com/film/le-grand-miracle/38237/, 2557,https://www.cine974.com/images/affiches/moyen/le-grand-miracle-CHT2aVPM.jpg,"
								2011								",2557,3.1,1h10,12179, (21),1h10,Animation,Mexicain,2011,Bruce Morrison,"
	
			avec JB Blanc, Bryan Brems, Mari Devon, Richard Epcar, Barbara Goodson,  plus...
	",, 3.1 | 21 avis ,"Trois personnes se retrouvent mystérieusement conduites par leur ange gardien pour assister à une cérémonie dans une grande église. Pour la première fois, il leur est donné de voir ce qui d’ordinaire se cache derrière les apparences d’une liturgie qui leur est pourtant familière… Un dessin-animé initiatique à destination des familles chrétiennes."
GAINSBOURG (VIE HÉROÏQUE),https://www.cine974.com/film/gainsbourg-vie-heroique/4494/, 2558,https://www.cine974.com/images/affiches/moyen/gainsbourg--vie-h--ro--que--Zk4Sw6IP.jpg,"
								2010								",2558,3.1,2h10,5441, (21),2h10,Biopic,Français,,Joann Sfar,"
	
			avec Eric Elmosnino, Lucy Gordon, Laetitia Casta, Doug Jones, Anna Mouglalis,  plus...
	",, 3.1 | 21 avis ,
